name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,brand,model,model_variants,km_driven_bin,engine_bin,mileage_bin
Maruti Baleno Delta Automatic,2019,685000,19000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5.0,Maruti,Baleno,Delta Automatic,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Eeco CNG 5 Seater AC BSIV,2020,399000,5000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5.0,Maruti,Eeco,CNG 5 Seater AC BSIV,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,525000,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,Hyundai,Grand,i10 1.2 Kappa Magna BSIV,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Ertiga BSIV VXI,2017,765000,40000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7.0,Maruti,Ertiga,BSIV VXI,30000 km - 40000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Maruti Swift VDI,2012,450000,97000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5.0,Maruti,Swift,VDI,90000 km - 100000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Nissan Micra Active XV,2014,390000,30000,Petrol,Individual,Manual,First Owner,19.69,1198,67.04,5.0,Nissan,Micra,Active XV,20000 km - 30000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Ertiga SHVS ZDI Plus,2017,940000,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Maruti,Ertiga,SHVS ZDI Plus,110000 km - 120000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Renault Duster 110PS Diesel RxZ,2013,650000,120000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5.0,Renault,Duster,110PS Diesel RxZ,110000 km - 120000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Ford Figo Diesel Titanium,2012,320000,103994,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399,68.0,5.0,Ford,Figo,Diesel Titanium,100000 km - 110000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Toyota Corolla AE,2003,145000,70000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,5.0,Toyota,Corolla,AE,60000 km - 70000 km,1700 cc - 1800 cc,10 kmpl - 15 kmpl
Ford Figo Aspire 1.5 TDCi Titanium,2017,670000,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5.0,Ford,Figo,Aspire 1.5 TDCi Titanium,60000 km - 70000 km,1400 cc - 1500 cc,25 kmpl - 30 kmpl
Maruti SX4 ZDI Leather,2011,350000,115000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248,88.8,5.0,Maruti,SX4,ZDI Leather,110000 km - 120000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Tata Indica Vista Quadrajet VX,2012,285000,178000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,5.0,Tata,Indica,Vista Quadrajet VX,170000 km - 180000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Zen Estilo LX BSIV,2011,300000,40000,Petrol,Individual,Manual,Third Owner,19.0,998,67.1,5.0,Maruti,Zen,Estilo LX BSIV,30000 km - 40000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Ford Figo Diesel EXI,2011,300000,80000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5.0,Ford,Figo,Diesel EXI,70000 km - 80000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Audi Q7 3.0 TDI Quattro,2009,810000,98000,Diesel,Individual,Automatic,Fourth & Above Owner,12.07,2967,241.4,7.0,Audi,Q7,3.0 TDI Quattro,90000 km - 100000 km,nan,10 kmpl - 15 kmpl
Tata Indica V2 DLS TC,2009,90000,118000,Diesel,Individual,Manual,Second Owner,16.8,1405,62.0,5.0,Tata,Indica,V2 DLS TC,110000 km - 120000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Alto LX,2004,100000,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti,Alto,LX,90000 km - 100000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5.0,Tata,Indica,V2 2001-2011 DLS BSIII,110000 km - 120000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Mahindra Scorpio Gateway 2WD,2013,459999,120000,Diesel,Individual,Manual,Second Owner,13.5,2609,115.0,5.0,Mahindra,Scorpio,Gateway 2WD,110000 km - 120000 km,2600 cc - 2700 cc,10 kmpl - 15 kmpl
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,525000,217000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8.0,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,210000 km - 220000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Maruti Wagon R AX BSIV,2011,250000,65000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,Maruti,Wagon,R AX BSIV,60000 km - 70000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Hyundai i10 Asta,2012,300000,41000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai,i10,Asta,40000 km - 50000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Swift ZXI ABS,2005,130000,120000,Petrol,Individual,Manual,Second Owner,16.1,1298,88.2,5.0,Maruti,Swift,ZXI ABS,110000 km - 120000 km,1200 cc - 1300 cc,15 kmpl - 20 kmpl
Maruti Alto K10 LXI,2011,199000,70000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5.0,Maruti,Alto,K10 LXI,60000 km - 70000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Renault Duster 85PS Diesel RxL Optional,2012,545000,90000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5.0,Renault,Duster,85PS Diesel RxL Optional,80000 km - 90000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Maruti Ertiga ZDI,2014,570000,80000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7.0,Maruti,Ertiga,ZDI,70000 km - 80000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Honda City 2017-2020 VTEC,2006,150000,120000,Petrol,Individual,Manual,Second Owner,16.9,1497,100.0,5.0,Honda,City,2017-2020 VTEC,110000 km - 120000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Alto STD,2009,114999,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti,Alto,STD,90000 km - 100000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Tata Tigor 1.2 Revotron XT,2018,450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,Tata,Tigor,1.2 Revotron XT,30000 km - 40000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Renault Triber RXT BSIV,2019,600000,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7.0,Renault,Triber,RXT BSIV,0 km - 10000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Maruti Vitara Brezza VDi Option,2016,610000,110000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti,Vitara,Brezza VDi Option,100000 km - 110000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Hyundai i20 1.2 Asta Option,2017,690000,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai,i20,1.2 Asta Option,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Tata Nexon 1.2 Revotron XZ Plus,2018,790000,15000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5.0,Tata,Nexon,1.2 Revotron XZ Plus,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Alto K10 2010-2014 VXI,2014,254999,40000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5.0,Maruti,Alto,K10 2010-2014 VXI,30000 km - 40000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Honda Jazz 1.2 V i VTEC,2016,500000,41000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5.0,Honda,Jazz,1.2 V i VTEC,40000 km - 50000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Mahindra Bolero SLX,2011,340000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,Mahindra,Bolero,SLX,90000 km - 100000 km,2500 cc - 2600 cc,10 kmpl - 15 kmpl
Mahindra Bolero SLX,2007,245000,110000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,7.0,Mahindra,Bolero,SLX,100000 km - 110000 km,2500 cc - 2600 cc,10 kmpl - 15 kmpl
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,340000,120000,Diesel,Individual,Manual,Third Owner,17.8,1399,67.0,5.0,Ford,Fiesta,Classic 1.4 Duratorq CLXI,110000 km - 120000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI,2008,221000,35008,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5.0,Maruti,Wagon,R LXI,30000 km - 40000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Datsun RediGO T,2017,270000,31100,Petrol,Dealer,Manual,First Owner,22.7,799,53.64,5.0,Datsun,RediGO,T,30000 km - 40000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Hyundai Xcent 1.1 CRDi Base,2014,455000,42312,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,5.0,Hyundai,Xcent,1.1 CRDi Base,40000 km - 50000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Toyota Etios G Safety,2011,300000,72000,Petrol,Dealer,Manual,First Owner,17.6,1496,88.7,5.0,Toyota,Etios,G Safety,70000 km - 80000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Toyota Etios Liva 1.4 GD,2014,480000,54891,Diesel,Dealer,Manual,First Owner,23.59,1364,67.04,5.0,Toyota,Etios,Liva 1.4 GD,50000 km - 60000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,30000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,5.0,Hyundai,Verna,CRDi 1.6 AT SX Plus,20000 km - 30000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
BMW 3 Series 320d Luxury Line Plus,2017,2600000,44000,Diesel,Dealer,Automatic,First Owner,22.69,1995,190.0,5.0,BMW,3,Series 320d Luxury Line Plus,40000 km - 50000 km,1900 cc - 2000 cc,20 kmpl - 25 kmpl
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1850000,18890,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,7.0,Toyota,Innova,Crysta 2.8 ZX AT BSIV,10000 km - 20000 km,2700 cc - 2800 cc,10 kmpl - 15 kmpl
Renault Koleos 2.0 Diesel,2013,1000000,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995,148.0,5.0,Renault,Koleos,2.0 Diesel,70000 km - 80000 km,1900 cc - 2000 cc,10 kmpl - 15 kmpl
Renault Pulse RxZ Optional,2012,245000,100000,Diesel,Dealer,Manual,First Owner,23.08,1461,63.1,5.0,Renault,Pulse,RxZ Optional,90000 km - 100000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,5.0,Hyundai,Grand,i10 Magna AT,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,14495,Petrol,Dealer,Manual,First Owner,18.78,999,75.0,5.0,Volkswagen,Polo,2015-2019 1.0 MPI Trendline,10000 km - 20000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Dealer,Manual,First Owner,15.1,2179,152.87,7.0,Mahindra,XUV500,W9 BSIV,20000 km - 30000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Toyota Corolla Altis Diesel D4DG,2010,425000,83585,Diesel,Dealer,Manual,First Owner,21.43,1364,87.2,5.0,Toyota,Corolla,Altis Diesel D4DG,80000 km - 90000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Volkswagen Polo GT TSI,2014,550000,31000,Petrol,Dealer,Automatic,Second Owner,17.21,1197,103.6,5.0,Volkswagen,Polo,GT TSI,30000 km - 40000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Toyota Innova Crysta 2.4 GX MT BSIV,2016,1475000,100000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,7.0,Toyota,Innova,Crysta 2.4 GX MT BSIV,90000 km - 100000 km,2300 cc - 2400 cc,10 kmpl - 15 kmpl
Renault Duster 85PS Diesel RxL,2017,750000,48406,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,5.0,Renault,Duster,85PS Diesel RxL,40000 km - 50000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Hyundai i20 Era 1.4 CRDi,2016,570000,56239,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai,i20,Era 1.4 CRDi,50000 km - 60000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Maruti Baleno Delta 1.2,2015,585000,33243,Petrol,Dealer,Manual,First Owner,21.4,1197,83.1,5.0,Maruti,Baleno,Delta 1.2,30000 km - 40000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Honda Jazz 1.2 S AT i VTEC,2016,600000,26000,Petrol,Dealer,Automatic,First Owner,19.0,1199,88.7,5.0,Honda,Jazz,1.2 S AT i VTEC,20000 km - 30000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai i20 Active 1.2 SX with AVN,2016,530000,120000,Petrol,Individual,Manual,Second Owner,17.19,1197,81.86,5.0,Hyundai,i20,Active 1.2 SX with AVN,110000 km - 120000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai,i20,Asta Option 1.2,30000 km - 40000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai EON Era Plus,2013,180000,60000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai,EON,Era Plus,50000 km - 60000 km,800 cc - 900 cc,20 kmpl - 25 kmpl
Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5.0,Maruti,Swift,Dzire VXI,20000 km - 30000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Chevrolet Beat LT,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5.0,Chevrolet,Beat,LT,40000 km - 50000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata,Tiago,1.2 Revotron XZ,40000 km - 50000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5.0,Chevrolet,Sail,1.2 LS ABS,20000 km - 30000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Ford Ikon 1.3 Flair,2005,150000,15858,Petrol,Individual,Manual,First Owner,13.8,1299,70.0,5.0,Ford,Ikon,1.3 Flair,10000 km - 20000 km,1200 cc - 1300 cc,10 kmpl - 15 kmpl
Maruti Alto 800 LXI,2017,310000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti,Alto,800 LXI,10000 km - 20000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,500000,50000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,9.0,Chevrolet,Tavera,Neo 3 LT 9 Seats BSIII,40000 km - 50000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Chevrolet Beat Diesel,2013,200000,60000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5.0,Chevrolet,Beat,Diesel,50000 km - 60000 km,900 cc - 1000 cc,25 kmpl - 30 kmpl
Renault Lodgy 85PS RxE 7 Seater,2018,900000,35000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,7.0,Renault,Lodgy,85PS RxE 7 Seater,30000 km - 40000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Ambassador CLASSIC 1500 DSL AC,2000,75000,90000,Diesel,Individual,Manual,Second Owner,12.8,1489,35.5,5.0,Ambassador,CLASSIC,1500 DSL AC,80000 km - 90000 km,1400 cc - 1500 cc,10 kmpl - 15 kmpl
Maruti Swift LXI Optional-O,2015,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5.0,Maruti,Swift,LXI Optional-O,40000 km - 50000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Honda Mobilio RS i DTEC,2015,650000,110000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7.0,Honda,Mobilio,RS i DTEC,100000 km - 110000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Maruti Swift VDI,2015,480000,87847,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5.0,Maruti,Swift,VDI,80000 km - 90000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Maruti Alto LXi,2009,140000,35000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti,Alto,LXi,30000 km - 40000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Maruti Swift VXI 2018,2018,550000,5000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,VXI 2018,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Wagon R AMT VXI,2017,380000,29000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5.0,Maruti,Wagon,R AMT VXI,20000 km - 30000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Tata Indigo CS LS (TDI) BS-III,2016,440000,20000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,5.0,Tata,Indigo,CS LS (TDI) BS-III,10000 km - 20000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Swift Dzire VXI 1.2,2018,630000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,Maruti,Swift,Dzire VXI 1.2,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Renault KWID RXL,2017,250000,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault,KWID,RXL,30000 km - 40000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Maruti Alto LX,2009,120000,17000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti,Alto,LX,10000 km - 20000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Tata Manza Aura Quadrajet BS IV,2012,287000,120000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5.0,Tata,Manza,Aura Quadrajet BS IV,110000 km - 120000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Baleno Delta 1.2,2016,550000,45000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,Maruti,Baleno,Delta 1.2,40000 km - 50000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Mahindra Scorpio 1.99 S10 4WD,2016,950000,60000,Diesel,Individual,Manual,Third Owner,15.4,1997,120.0,7.0,Mahindra,Scorpio,1.99 S10 4WD,50000 km - 60000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Tata Harrier XZ Dark Edition BSIV,2019,1630000,25000,Diesel,Individual,Manual,First Owner,17.0,1956,138.1,5.0,Tata,Harrier,XZ Dark Edition BSIV,20000 km - 30000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Ford Fiesta 1.5 TDCi Trend,2015,501000,80000,Diesel,Individual,Manual,Second Owner,25.01,1498,89.75,5.0,Ford,Fiesta,1.5 TDCi Trend,70000 km - 80000 km,1400 cc - 1500 cc,25 kmpl - 30 kmpl
Mahindra Bolero 2011-2019 ZLX BSIII,2014,550000,70000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra,Bolero,2011-2019 ZLX BSIII,60000 km - 70000 km,2500 cc - 2600 cc,15 kmpl - 20 kmpl
Maruti Alto 800 LXI,2016,300000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti,Alto,800 LXI,20000 km - 30000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Maruti Wagon R VXI BS IV,2015,300000,50000,Petrol,Individual,Manual,Third Owner,20.51,998,67.04,5.0,Maruti,Wagon,R VXI BS IV,40000 km - 50000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Ford Figo 1.5P Titanium AT,2015,416000,40000,Petrol,Individual,Automatic,First Owner,17.01,1499,110.4,5.0,Ford,Figo,1.5P Titanium AT,30000 km - 40000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8.0,Maruti,Omni,E MPI STD BS IV,20000 km - 30000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Chevrolet Sail 1.2 LS ABS,2016,550000,15000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5.0,Chevrolet,Sail,1.2 LS ABS,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Mahindra XUV500 W8 2WD,2012,700000,100000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,Mahindra,XUV500,W8 2WD,90000 km - 100000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Tata Indigo CS eGLX BS IV,2011,181000,70000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5.0,Tata,Indigo,CS eGLX BS IV,60000 km - 70000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,365000,110000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8.0,Mahindra,Scorpio,VLS AT 2.2 mHAWK,100000 km - 110000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Maruti Alto K10 VXI AGS Optional,2017,400000,10000,Petrol,Individual,Automatic,First Owner,23.95,998,67.1,5.0,Maruti,Alto,K10 VXI AGS Optional,0 km - 10000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Hyundai i10 Sportz,2010,210000,110000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai,i10,Sportz,100000 km - 110000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai Verna 1.6 SX,2013,500000,87000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai,Verna,1.6 SX,80000 km - 90000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,Jaguar,XE,2016-2019 2.0L Diesel Prestige,0 km - 10000 km,1900 cc - 2000 cc,10 kmpl - 15 kmpl
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,Lexus,ES,300h,10000 km - 20000 km,2400 cc - 2500 cc,20 kmpl - 25 kmpl
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,Jaguar,XF,2.0 Diesel Portfolio,40000 km - 50000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,Tata,Safari,Storme EX,100000 km - 110000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,Volvo,XC40,D4 Inscription BSIV,10000 km - 20000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,Toyota,Camry,2.5 Hybrid,60000 km - 70000 km,2400 cc - 2500 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,Maruti,Wagon,R LXI,50000 km - 60000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,Maruti,Baleno,Alpha 1.3,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,Honda,Jazz,VX,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,Toyota,Innova,2.5 VX (Diesel) 7 Seater,70000 km - 80000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT VVT VXI,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,Toyota,Etios,VX,20000 km - 30000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT ZXI,60000 km - 70000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,Hyundai,Grand,i10 1.2 CRDi Sportz,50000 km - 60000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,Honda,Amaze,V CVT Petrol BSIV,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,Skoda,Rapid,1.6 MPI AT Elegance,10000 km - 20000 km,1500 cc - 1600 cc,10 kmpl - 15 kmpl
