brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,model,km_driven_binned,engine_binned,mileage_binned,max_power_binned
Maruti,2016,330000,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Alto,30000-39999,900-999,20-24.990000000000002,60-79
Maruti,2017,500000,20000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8.0,Gypsy,20000-29999,1200-1299,10-14.99,80-99
Volkswagen,2012,300000,60300,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5.0,Polo,60000-69999,1100-1199,20-24.990000000000002,60-79
Tata,2015,400000,35000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5.0,Zest,30000-39999,1200-1299,20-24.990000000000002,80-99
Tata,2011,320000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7.0,Safari,80000-89999,2100-2199,10-14.99,120-139
Hyundai,2008,180000,44391,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5.0,i10,40000-49999,1000-1099,15-19.990000000000002,60-79
Maruti,2016,530000,58000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5.0,Baleno,50000-59999,1200-1299,25-29.990000000000002,60-79
Mahindra,2015,600000,40000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Bolero,40000-49999,2500-2599,15-19.990000000000002,60-79
Maruti,2017,780000,66000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7.0,Ertiga,60000-69999,1200-1299,20-24.990000000000002,80-99
Honda,2016,700000,110000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5.0,City,110000-119999,1400-1499,25-29.990000000000002,80-99
Chevrolet,2013,175000,56315,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5.0,Beat,50000-59999,900-999,25-29.990000000000002,40-59
Mahindra,2017,735000,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Bolero,70000-79999,1400-1499,15-19.990000000000002,60-79
Toyota,2013,325000,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5.0,Etios,120000-129999,1300-1399,20-24.990000000000002,60-79
Chevrolet,2006,225000,100000,Diesel,Individual,Manual,First Owner,14.8,2499,80.0,10.0,Tavera,100000-109999,2400-2499,10-14.99,80-99
Tata,2015,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1248,88.7,5.0,Zest,90000-99999,1200-1299,20-24.990000000000002,80-99
Maruti,2006,110000,120000,LPG,Individual,Manual,Third Owner,17.3,1061,57.5,5.0,Wagon,120000-129999,1000-1099,15-19.990000000000002,40-59
Maruti,2007,85000,160000,Petrol,Individual,Manual,Fourth & Above Owner,18.2,998,67.1,5.0,Zen,160000-169999,900-999,15-19.990000000000002,60-79
Toyota,2006,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.4,1794,125.0,5.0,Corolla,100000-109999,1700-1799,10-14.99,120-139
Maruti,2009,225000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5.0,Swift,120000-129999,1200-1299,15-19.990000000000002,60-79
Tata,2010,111000,100000,Diesel,Individual,Manual,Second Owner,18.0,1248,75.0,5.0,Indica,100000-109999,1200-1299,15-19.990000000000002,60-79
Maruti,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,5.0,Wagon,70000-79999,1000-1099,15-19.990000000000002,60-79
Hyundai,2017,300000,15151,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,EON,10000-19999,800-899,20-24.990000000000002,40-59
Mahindra,2015,630000,60000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,Scorpio,60000-69999,1900-1999,15-19.990000000000002,120-139
Hyundai,2011,206000,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,i10,100000-109999,1000-1099,15-19.990000000000002,60-79
Maruti,2006,70000,110000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5.0,Wagon,110000-119999,900-999,15-19.990000000000002,60-79
Hyundai,2019,567000,7000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5.0,Grand,0-9999,1100-1199,15-19.990000000000002,80-99
Ford,2013,500000,70000,Petrol,Individual,Manual,Second Owner,15.85,1499,110.4,5.0,EcoSport,70000-79999,1400-1499,15-19.990000000000002,100-119
Hyundai,2015,400000,128000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Grand,120000-129999,1100-1199,15-19.990000000000002,80-99
Toyota,2012,850000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Innova,120000-129999,2400-2499,10-14.99,100-119
Maruti,2014,570000,15000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Swift,10000-19999,1200-1299,25-29.990000000000002,60-79
Maruti,2017,699000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Swift,60000-69999,1200-1299,25-29.990000000000002,60-79
Honda,2013,355000,80000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5.0,Brio,80000-89999,1100-1199,15-19.990000000000002,80-99
Maruti,2016,690000,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Swift,80000-89999,1200-1299,25-29.990000000000002,60-79
Ford,2006,180000,114321,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5.0,Fiesta,110000-119999,1300-1399,15-19.990000000000002,60-79
Tata,2013,200000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5.0,Indica,120000-129999,1400-1499,15-19.990000000000002,60-79
Mahindra,2012,575000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8.0,Scorpio,120000-129999,2100-2199,10-14.99,120-139
Toyota,2014,415000,146000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5.0,Etios,140000-149999,1300-1399,20-24.990000000000002,60-79
Hyundai,2012,350000,30000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,5.0,i10,30000-39999,1000-1099,15-19.990000000000002,60-79
Hyundai,2017,350000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,EON,20000-29999,800-899,20-24.990000000000002,40-59
Toyota,2017,632000,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5.0,Platinum,150000-159999,1300-1399,20-24.990000000000002,60-79
Maruti,2014,325000,70000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,5.0,Eeco,70000-79999,1100-1199,20-24.990000000000002,60-79
Hyundai,2013,511000,90000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5.0,Elantra,90000-99999,1700-1799,15-19.990000000000002,140-159
Honda,2010,300000,100000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5.0,City,100000-109999,1400-1499,15-19.990000000000002,100-119
Maruti,2005,70000,188000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5.0,Wagon,180000-189999,900-999,15-19.990000000000002,60-79
Hyundai,2008,180000,100000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5.0,i10,100000-109999,1000-1099,15-19.990000000000002,60-79
Hyundai,2017,730000,37333,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,i20,30000-39999,1100-1199,15-19.990000000000002,80-99
Maruti,2014,450000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7.0,Ertiga,10000-19999,1200-1299,20-24.990000000000002,80-99
Hyundai,2012,550000,330000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,5.0,Sonata,330000-339999,2300-2399,10-14.99,180-199
Maruti,2017,420000,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5.0,Wagon,60000-69999,900-999,25-29.990000000000002,40-59
Toyota,2016,509999,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5.0,Etios,80000-89999,1300-1399,20-24.990000000000002,60-79
Toyota,2015,905000,110000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7.0,Innova,110000-119999,2400-2499,10-14.99,100-119
Maruti,2011,140000,72000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Alto,70000-79999,700-799,15-19.990000000000002,40-59
Toyota,2006,300000,140000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Innova,140000-149999,2400-2499,10-14.99,100-119
Maruti,2015,300000,80000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5.0,Ritz,80000-89999,1100-1199,15-19.990000000000002,80-99
Maruti,2010,225000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Swift,120000-129999,1200-1299,15-19.990000000000002,60-79
Toyota,2015,860000,90000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8.0,Innova,90000-99999,2400-2499,10-14.99,100-119
Renault,2012,400000,100000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5.0,Duster,100000-109999,1400-1499,20-24.990000000000002,80-99
Maruti,2009,190000,90000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5.0,Swift,90000-99999,1200-1299,15-19.990000000000002,80-99
Honda,2013,350000,140000,Diesel,Individual,Manual,Third Owner,25.8,1498,98.6,5.0,Amaze,140000-149999,1400-1499,25-29.990000000000002,80-99
Chevrolet,2010,75000,120000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,Spark,120000-129999,900-999,15-19.990000000000002,60-79
Maruti,2019,860000,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5.0,Vitara,30000-39999,1200-1299,20-24.990000000000002,80-99
Maruti,2014,250000,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5.0,Alto,50000-59999,900-999,20-24.990000000000002,60-79
Hyundai,2017,700000,82000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5.0,Verna,80000-89999,1300-1399,20-24.990000000000002,80-99
Maruti,2014,399000,70000,Diesel,Individual,Manual,Third Owner,25.2,1248,74.0,5.0,Swift,70000-79999,1200-1299,25-29.990000000000002,60-79
Maruti,2016,320000,90000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5.0,Ritz,90000-99999,1100-1199,15-19.990000000000002,80-99
Skoda,2014,1100000,79000,Diesel,Individual,Manual,Second Owner,20.6,1968,141.0,5.0,Octavia,70000-79999,1900-1999,20-24.990000000000002,140-159
Toyota,2011,750000,291000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,Innova,290000-299999,2400-2499,10-14.99,100-119
Toyota,2010,750000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,Innova,250000-259999,2400-2499,10-14.99,100-119
Mahindra,2018,530000,20000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,Bolero,20000-29999,2500-2599,15-19.990000000000002,60-79
Maruti,2017,750000,53000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,Ciaz,50000-59999,1200-1299,25-29.990000000000002,80-99
Nissan,2017,560000,21500,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5.0,Micra,20000-29999,1100-1199,15-19.990000000000002,60-79
Tata,2017,450000,89000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5.0,Tiago,80000-89999,1000-1099,25-29.990000000000002,60-79
Maruti,2013,459999,35000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5.0,Swift,30000-39999,1100-1199,15-19.990000000000002,80-99
Maruti,2013,235000,43000,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,5.0,Zen,40000-49999,900-999,15-19.990000000000002,60-79
Hyundai,2009,180000,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5.0,Santro,80000-89999,1000-1099,15-19.990000000000002,60-79
Hyundai,2007,140000,80000,Petrol,Individual,Manual,Second Owner,17.8,1086,63.0,5.0,Santro,80000-89999,1000-1099,15-19.990000000000002,60-79
Hyundai,2014,620000,110000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,i20,110000-119999,1300-1399,20-24.990000000000002,80-99
Hyundai,2012,190000,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,EON,100000-109999,800-899,20-24.990000000000002,40-59
Hyundai,2018,380000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,EON,20000-29999,800-899,20-24.990000000000002,40-59
Ford,2019,1145000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,EcoSport,20000-29999,1400-1499,20-24.990000000000002,80-99
Tata,2017,540000,70000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5.0,Zest,70000-79999,1200-1299,20-24.990000000000002,60-79
Toyota,2011,800000,197000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7.0,Innova,190000-199999,2400-2499,10-14.99,100-119
Maruti,2006,150000,100000,Petrol,Individual,Manual,Second Owner,14.0,1061,64.0,5.0,Wagon,100000-109999,1000-1099,10-14.99,60-79
Maruti,1995,55000,70000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,800,70000-79999,700-799,15-19.990000000000002,20-39
Mahindra,2015,919999,140000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,XUV500,140000-149999,2100-2199,15-19.990000000000002,140-159
Maruti,2009,135000,50000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Alto,50000-59999,700-799,15-19.990000000000002,40-59
Tata,2017,340000,40300,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tiago,40000-49999,1100-1199,20-24.990000000000002,80-99
Toyota,2010,525000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Innova,120000-129999,2400-2499,10-14.99,100-119
Maruti,2016,411000,25000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5.0,Celerio,20000-29999,900-999,20-24.990000000000002,60-79
Maruti,2010,150000,155000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5.0,Wagon,150000-159999,900-999,15-19.990000000000002,60-79
Honda,2015,575000,50000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,5.0,Jazz,50000-59999,1100-1199,15-19.990000000000002,80-99
Hyundai,2017,595000,30030,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5.0,i20,30000-39999,1100-1199,15-19.990000000000002,80-99
Hyundai,2017,525000,29029,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,5.0,Xcent,20000-29999,1100-1199,15-19.990000000000002,80-99
Maruti,2012,335000,72072,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,5.0,Ritz,70000-79999,1200-1299,20-24.990000000000002,60-79
Ford,2012,300000,54000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5.0,Figo,50000-59999,1300-1399,20-24.990000000000002,60-79
Hyundai,2012,415000,82082,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5.0,i20,80000-89999,1300-1399,20-24.990000000000002,80-99
Mahindra,2016,925000,48000,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,7.0,XUV500,40000-49999,2100-2199,15-19.990000000000002,140-159
Maruti,2016,750000,20000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7.0,Ertiga,20000-29999,1300-1399,15-19.990000000000002,80-99
Hyundai,2018,1150000,49000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,5.0,Verna,40000-49999,1500-1599,20-24.990000000000002,120-139
Datsun,2015,260000,35000,Petrol,Individual,Manual,Third Owner,19.44,1198,67.0,7.0,GO,30000-39999,1100-1199,15-19.990000000000002,60-79
Maruti,2017,260000,67000,CNG,Individual,Manual,First Owner,33.44,796,40.3,4.0,Alto,60000-69999,700-799,30-34.99,40-59
Maruti,2011,347000,80600,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5.0,Swift,80000-89999,1200-1299,15-19.990000000000002,60-79
Hyundai,2013,195000,58609,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,EON,50000-59999,800-899,20-24.990000000000002,40-59
Fiat,2016,265000,33003,Petrol,Individual,Manual,First Owner,15.7,1172,67.0,5.0,Punto,30000-39999,1100-1199,15-19.990000000000002,60-79
Maruti,2016,320000,43000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,5.0,Wagon,40000-49999,900-999,25-29.990000000000002,40-59
Hyundai,2016,590000,16500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,i20,10000-19999,1100-1199,15-19.990000000000002,80-99
Toyota,2012,650000,138000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Innova,130000-139999,2400-2499,10-14.99,100-119
Mahindra,2013,509999,165500,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,9.0,Scorpio,160000-169999,2500-2599,10-14.99,60-79
Maruti,2011,350000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Swift,120000-129999,1200-1299,15-19.990000000000002,60-79
Tata,2018,749000,30000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5.0,Nexon,30000-39999,1400-1499,20-24.990000000000002,100-119
Tata,2010,150000,70000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,5.0,Indigo,70000-79999,1300-1399,15-19.990000000000002,60-79
Maruti,2003,58000,170000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,5.0,Zen,170000-179999,900-999,15-19.990000000000002,60-79
Mahindra,2011,200000,120000,Diesel,Individual,Manual,Third Owner,21.0,1461,64.1,5.0,Verito,120000-129999,1400-1499,20-24.990000000000002,60-79
Tata,2014,240000,168000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,5.0,Indica,160000-169999,1200-1299,20-24.990000000000002,60-79
Honda,2017,515000,60000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5.0,Amaze,60000-69999,1400-1499,25-29.990000000000002,80-99
Maruti,2008,145000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Alto,120000-129999,700-799,15-19.990000000000002,40-59
Maruti,2016,450000,5800,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5.0,Wagon,0-9999,900-999,20-24.990000000000002,60-79
Maruti,2010,179000,68700,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5.0,A-Star,60000-69999,900-999,15-19.990000000000002,60-79
Hyundai,2007,220000,108000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5.0,Verna,100000-109999,1500-1599,10-14.99,100-119
Ford,2018,850000,90000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5.0,EcoSport,90000-99999,1400-1499,15-19.990000000000002,120-139
Volkswagen,2011,270000,60000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5.0,Polo,60000-69999,1100-1199,15-19.990000000000002,60-79
Hyundai,2016,335000,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,EON,10000-19999,800-899,20-24.990000000000002,40-59
Maruti,2018,459999,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,0-9999,900-999,20-24.990000000000002,60-79
Maruti,2017,710000,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Vitara,60000-69999,1200-1299,20-24.990000000000002,80-99
Maruti,2015,330000,140000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5.0,Swift,140000-149999,1200-1299,25-29.990000000000002,60-79
Jeep,2017,1515000,15000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5.0,Compass,10000-19999,1900-1999,15-19.990000000000002,160-179
Tata,2018,750000,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5.0,Nexon,20000-29999,1100-1199,15-19.990000000000002,100-119
Chevrolet,2016,160000,50000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,5.0,Spark,50000-59999,900-999,15-19.990000000000002,60-79
Chevrolet,2016,215000,60000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5.0,Beat,60000-69999,900-999,25-29.990000000000002,40-59
Tata,2012,60000,40000,Petrol,Individual,Manual,Second Owner,25.4,624,38.0,4.0,Nano,40000-49999,600-699,25-29.990000000000002,20-39
Maruti,2014,480000,72000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5.0,Swift,70000-79999,1100-1199,15-19.990000000000002,80-99
Tata,2012,140000,195000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5.0,Manza,190000-199999,1200-1299,20-24.990000000000002,80-99
Hyundai,2012,200000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,EON,70000-79999,800-899,20-24.990000000000002,40-59
Nissan,2013,400000,83000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5.0,Micra,80000-89999,1400-1499,20-24.990000000000002,60-79
Hyundai,2012,180000,100000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,EON,100000-109999,800-899,20-24.990000000000002,40-59
Maruti,2015,550000,25000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Swift,20000-29999,1100-1199,20-24.990000000000002,80-99
Maruti,2016,550000,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Swift,50000-59999,1200-1299,25-29.990000000000002,60-79
Maruti,2012,550000,67000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Ertiga,60000-69999,1200-1299,20-24.990000000000002,80-99
Maruti,2011,270000,30000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5.0,Zen,30000-39999,900-999,15-19.990000000000002,60-79
Renault,2013,315000,85000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,5.0,Pulse,80000-89999,1400-1499,20-24.990000000000002,60-79
Mahindra,2018,875000,25000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6.0,Thar,20000-29999,2400-2499,15-19.990000000000002,100-119
Toyota,2007,400000,170000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8.0,Innova,170000-179999,2400-2499,10-14.99,100-119
Mahindra,2014,540000,110000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8.0,Scorpio,110000-119999,2500-2599,10-14.99,60-79
Maruti,2017,350000,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5.0,Wagon,60000-69999,900-999,25-29.990000000000002,40-59
Hyundai,2011,360000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Verna,80000-89999,1500-1599,20-24.990000000000002,120-139
Maruti,2014,300000,31000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,30000-39999,900-999,20-24.990000000000002,60-79
Hyundai,2014,350000,100000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5.0,Grand,100000-109999,1100-1199,20-24.990000000000002,60-79
Mahindra,2016,650000,130000,Diesel,Individual,Manual,First Owner,17.45,1493,100.0,7.0,NuvoSport,130000-139999,1400-1499,15-19.990000000000002,100-119
Maruti,2016,350000,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,20000-29999,900-999,20-24.990000000000002,60-79
Ford,2017,700000,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5.0,EcoSport,60000-69999,1400-1499,20-24.990000000000002,80-99
Maruti,2013,415000,102996,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,Swift,100000-109999,1200-1299,20-24.990000000000002,60-79
Hyundai,2015,550000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,i20,60000-69999,1300-1399,20-24.990000000000002,80-99
Mahindra,2012,595000,129000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,7.0,XUV500,120000-129999,2100-2199,15-19.990000000000002,140-159
Fiat,2015,550000,67000,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,5.0,Grande,60000-69999,1200-1299,20-24.990000000000002,60-79
Toyota,2015,2000000,120000,Diesel,Individual,Manual,First Owner,13.0,2494,142.0,7.0,Fortuner,120000-129999,2400-2499,10-14.99,140-159
Tata,2010,400000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179,138.03,7.0,Safari,120000-129999,2100-2199,10-14.99,120-139
Fiat,2015,500000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5.0,Avventura,90000-99999,1200-1299,20-24.990000000000002,80-99
Maruti,2017,340000,52412,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5.0,Wagon,50000-59999,900-999,15-19.990000000000002,60-79
Mahindra,2012,480000,85472,Diesel,Dealer,Manual,First Owner,12.05,2179,120.0,8.0,Scorpio,80000-89999,2100-2199,10-14.99,120-139
Ford,2013,480000,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498,98.59,5.0,EcoSport,80000-89999,1400-1499,20-24.990000000000002,80-99
Ford,2018,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,EcoSport,10000-19999,1400-1499,20-24.990000000000002,80-99
Maruti,2008,100000,66530,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5.0,Wagon,60000-69999,1000-1099,15-19.990000000000002,60-79
Hyundai,2013,290000,40000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5.0,i20,40000-49999,1100-1199,15-19.990000000000002,80-99
Fiat,2015,425000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5.0,Avventura,90000-99999,1200-1299,20-24.990000000000002,80-99
Honda,2010,285000,79000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,5.0,City,70000-79999,1400-1499,15-19.990000000000002,100-119
Mahindra,2016,625000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,TUV,50000-59999,1400-1499,15-19.990000000000002,100-119
Fiat,2012,170000,60000,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0,5.0,Grande,60000-69999,1200-1299,20-24.990000000000002,60-79
Tata,2018,459999,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Zest,30000-39999,1100-1199,15-19.990000000000002,80-99
Fiat,2015,450000,120000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5.0,Avventura,120000-129999,1200-1299,20-24.990000000000002,80-99
Maruti,2019,650000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5.0,Swift,10000-19999,1100-1199,20-24.990000000000002,80-99
Hyundai,2017,600000,15000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,i20,10000-19999,1100-1199,15-19.990000000000002,80-99
Maruti,2013,178000,70000,CNG,Individual,Manual,Second Owner,30.46,796,47.3,5.0,Alto,70000-79999,700-799,30-34.99,40-59
Maruti,2016,300000,5000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Alto,0-9999,700-799,20-24.990000000000002,40-59
Maruti,2009,150000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Alto,40000-49999,700-799,15-19.990000000000002,40-59
Hyundai,2019,590000,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,Elite,10000-19999,1100-1199,15-19.990000000000002,80-99
Hyundai,2016,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,EON,20000-29999,800-899,20-24.990000000000002,40-59
Tata,2017,400000,53000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Zest,50000-59999,1100-1199,15-19.990000000000002,80-99
Mahindra,2014,520000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9.0,Scorpio,110000-119999,2100-2199,10-14.99,120-139
Ashok,2013,300000,200000,Diesel,Individual,Manual,Second Owner,20.07,1461,75.0,8.0,Leyland,200000-209999,1400-1499,20-24.990000000000002,60-79
Mahindra,2019,1000000,22000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,5.0,XUV300,20000-29999,1100-1199,15-19.990000000000002,100-119
Maruti,2003,65000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5.0,Wagon,70000-79999,900-999,15-19.990000000000002,60-79
